영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1339078,권리를 생산하는 일자리,권리를 생산하는 일자리,2021-01-01,,,,,,31,0.0,0,0.0613,Jang Ho-kyung,
1236183,지가 남친이라는 첨보는 놈과,지가 남친이라는 첨보는 놈과,2021-01-01,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/A0lKy20R6AbesyNG1KezCsYk6dv.jpg,42,0.0,0,0.8786,General List,"Yoo Ji-hyun, So Ra, 민도윤, Im Tae-mok"
1188526,러브 플래닛,러브 플래닛,2021-01-01,"연애와 인간관계에도 후기를 남길 수 있다면...?  포스트 코로나 시대, 비대면 만남이 일상화된 생활 속 자만추보다는 데이팅 어플이 익숙해져버린 미래. '러브 플래닛'은 전 애인에 대한 솔직한 후기를 남길 수 있는 기능으로 사용자 3500만명을 보유하게 된 명실상부 대한민국 최대 데이팅 앱이다.  바로 이 러브 플래닛 고객 센터에서 일하는 '제시카'는 상담과 영업에 잔뼈가 굵은 프로 영업꾼.  평소처럼 전화 상담을 하던 어느 날, 그녀는 자기소개부터 심상치 않은 고객 '남자'를 상대하게 된다. 착한건지, 나쁜건지, 이상한건지 모르겠는 이 남자와의 어질어질한 밀당 영업... 그리고 충격적인 후기들. 오늘 정말 쉽지 않다!!!","SF, 로맨스",,,,21,0.0,0,0.0143,황예정,
1152346,몽글몽글,몽글몽글,2021-01-01,,,,,https://image.tmdb.org/t/p/w500/knA52QFvC2JELyXemqG5aYrT0fy.jpg,23,0.0,0,0.0168,Lee Ji Yeon,
1043606,깜빡깜빡,깜빡깜빡,2021-01-01,,드라마,South Korea,Central Park Films,https://image.tmdb.org/t/p/w500/dYTAGVHYtHNy7SJFGQHu6bWomWD.jpg,25,0.0,0,0.1942,Lim Da-seul,이호재
1031901,퀴어영화를 찍는 초보감독을 위한 지침서,퀴어영화를 찍는 초보감독을 위한 지침서,2021-01-01,퀴어영화를 찍는 초보감독을 위한 지침서,,,,https://image.tmdb.org/t/p/w500/AfGWzqJN1ZdRHTBr6Oatt6jZ9gO.jpg,6,0.0,0,0.0071,Cha Yoo-ha,Jung Soo-ha
1031898,아파트,아파트,2021-01-01,"택시기사는 손님을 태우고 아파트 단지에 들어가게 된다. 손님을 내려준 뒤, 나가는 길을 찾지 못하는 택시기사. 그가 가는 모든 길이 막다른 길이다. 그러던 와중에 올라탄 다른 손님. 과연 택시기사는 새로운 손님과 아파트 단지를 빠져나갈 수 있을까?  (2021년 제19회 광화문국제단편영화제)","공포, 미스터리",South Korea,Film Dabin,https://image.tmdb.org/t/p/w500/8M9rZ2AtXYEYuYq8sB8dJ2Z6BdP.jpg,18,0.0,0,0.0831,Hyomin,임성재
1030238,K-Saram: Tale of the Pig Head,K-Saram: Tale of the Pig Head,2021-01-01,,,,,https://image.tmdb.org/t/p/w500/bRgUFqQrxV2nzr0vhHpjS1IQN0.jpg,28,0.0,0,0.0071,,
1024273,장아치청,장아치청,2021-01-01,"오래된 원전 인근 로얄맨숀에는 평범해 보이지만 초능력을 가진 사람들이 살고 있다. 그들이 어떻게 초능력을 얻었는지는 명확하지 않다. 확실한 건 그 또한 쉽게 쓸 수 있는 능력은 아니라는 것. 88콜라를 먹고 딱 1시간 동안 생기는 장아의 초능력 인장풍에는 치명적인 단점이 있다. 바로 한 번 쏘고 나면 10초는 쉬어 줘야 한다는 것. 치청의 초능력도 마찬가지다. 그의 능력은 치유력인데, 손바닥에 불이 날 정도로 싹싹 비벼줘야 겨우 그 힘이 발휘된다. 장아가 공격과 방어를 하고 장아가 다치면 치청",,,,https://image.tmdb.org/t/p/w500/A5ZMZzUtW7W2wY7VshFN4jbpNJH.jpg,0,0.0,0,0.4567,Kim Tae-hun,"진구, 음문석, 홍달표"
1018293,소녀 소리를 보는 소녀,소녀 소리를 보는 소녀,2021-01-01,,"드라마, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/2xmpow5fpDcgZXOvsLulrDsSXL2.jpg,71,0.0,0,0.3167,EROPING,"Yeon Hee, Si Woo, 이수, Kim Soo-ho-I"
