영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1435000,더 카메라,더 카메라,2011-01-01,"여자친구, 선영의 만류에도 불구하고 사진을 찍으러 간 건우.  나무가 사진기 안으로 빨려 들어오는 기괴한 현상을 겪는다. 건우는 도시를 돌아다니며 사진기 안에 이것저것 넣어 본다. 사진에 푹 빠진 건우에게 날아 온 선영으로부터의 이별통보... 선영을 놓치고 싶지 않은 건우는 그녀를 사진기 안에 담고 싶어 한다.",드라마,South Korea,,https://image.tmdb.org/t/p/w500/9OECgZo8mG6pf51J2kpPjhLMYa0.jpg,17,0,0,0,,
1380037,Stray Cats,Stray Cats,2011-01-01,,"드라마, 코미디, 로맨스",,,https://image.tmdb.org/t/p/w500/A54Rj9aWA4FiOHtrgawxEuYlZhB.jpg,15,0,0,0.0377,Min Byung-woo,Lim Sung-jin
1320437,골든 라이트,골든 라이트,2011-01-01,,,,,,9,0,0,0.2251,Im Cheol-min,
1249643,고백,고백,2011-01-01,,,,,,30,0,0,0.0338,Yoo Ji-young,
1162767,현대그룹 프로젝트,현대그룹 프로젝트,2011-01-01,,,South Korea,,https://image.tmdb.org/t/p/w500/wAemoApCxfCw6kqqWMY7SXESebL.jpg,11,0,0,0,Kim Gye-joong,
989009,그림자도 없다,그림자도 없다,2011-01-01,,,,,,36,0,0,0.1275,최창환,"Nguyen Dnc Thu, Mangala Sanjeewa Kodeethwskku, 최창환"
960629,인어의 피,인어의 피,2011-01-01,,"애니메이션, 드라마, 판타지, 공포",South Korea,,https://image.tmdb.org/t/p/w500/7KDAslKrXoWTudLmUOBPYTjXOYE.jpg,19,0,0,0.0143,Haana Yoo,
939878,여행하는 나무,여행하는 나무,2011-01-01,"어느 이름 없는 외딴 바닷가, 그 곳에 하얗게 말라 버린 나무 한 그루가 있었습니다.  외로이 누운 늙은 나무는 그저 멍하니 남아있는 나날을 보내고 있었습니다.  그러던 어느 날 민들레 홀씨가 날아왔습니다. 민들레 홀씨는 바람이 자꾸만 바다로 불어와 곤란헀습니다.  간신히 늙은 나무의 팔에 메 달린 민들레 홀씨를 나무는 살포시 안아 주었습니다, 나무는 옛날이 떠올랐습니다.  아주 오래전 푸른 숲속의 작은 열매였던 시절이....",애니메이션,South Korea,한국독립애니메이션협회,https://image.tmdb.org/t/p/w500/8bAT21d2SgyELN5Sy5Lqr9kjb6D.jpg,11,0,0,0,Kim Yoon-hee,
939825,안녕,안녕,2011-01-01,"사랑하는 사람에게 이별을 통보 받은 여자. 상황을 받아들이지 못하고 뛰쳐나가 정처 없이 걷는데 세계가 무너져 내리는 기분이다. 공허한 마음에 눈이 내리며 사랑했던 기억이 스쳐 지나간다. 즐거웠던 일도, 슬펐던 일도 함께 했었기에 모두 추억이 된다는 것을 깨닫고 이별을 받아들이게 되자 비로소 시간이 바르게 흘러간다.",애니메이션,South Korea,한국독립애니메이션협회,https://image.tmdb.org/t/p/w500/4Ds2niBc2jCZnH4PQalAN3HTpg.jpg,5,0,0,0,Kwon Hyeon-hwa,
939816,부양인간 플루터,부양인간 플루터,2011-01-01,사물을 공중에 띄우는 능력이 있는 플루터. 어느 날 집에서 곰 인형을 띄우며 놀던 그는 장난기가 발동하여 밖으로 나가 눈에 보이는 모든 것들을 공중에 띄우기 시작한다.,애니메이션,South Korea,한국독립애니메이션협회,https://image.tmdb.org/t/p/w500/rVv13s8ElyFI4zGme8y160VjeJT.jpg,4,0,0,0.0071,Kang Tae-yeop,
939806,달팽이 신사,달팽이 신사,2011-01-01,"빵집 2층에 사는 소년과 꽃집 2층에 사는 소녀는 서로를 좋아하지만 고백해본 적이 없다. 그들의 극성스러운 엄마들 때문이다. 어느 날 소년은 소녀에게 고백을 하기로 마음먹지만 방해는 그치질 않고, 과연 고백은 성공할 수 있을까?",애니메이션,South Korea,한국독립애니메이션협회,https://image.tmdb.org/t/p/w500/r07OxnnRw4Y4pjWmDXyy4UhoNu1.jpg,9,0,0,0.0214,Hwang Myung-yoon,
935559,연애시작,연애시작,2011-01-01,갓 사랑을 시작한 소녀가 아침에 일어나 꽃단장을 하고 설레는 마음으로 남자친구를 만나러 간다.,애니메이션,South Korea,한국독립애니메이션협회,https://image.tmdb.org/t/p/w500/danItCfF0c4TAd8ilLtgSiL2kTJ.jpg,4,0,0,0.0071,Na Jeong-in,
900329,우리는 하늘을 날았다,우리는 하늘을 날았다,2011-01-01,,"코미디, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/mH3ELYSyhjlAbkwNA9wzJe29PhA.jpg,19,0,0,0.1731,Kim Soo-young,"Kim In-seo, 연우진"
878475,클럽 빌리티스의 딸들,클럽 빌리티스의 딸들,2011-01-01,,"로맨스, 드라마",,,https://image.tmdb.org/t/p/w500/6b6A7l0inrGRIzJdvmk5SLVScM3.jpg,59,4,2,0.3816,Han Joon-seo,"김혜옥, 최란, 한고은, Oh Se Jeong"
681874,노래속에 꽃피는 가정,노래속에 꽃피는 가정,2011-01-01,,코미디,North Korea,Mongnan Pideo,https://image.tmdb.org/t/p/w500/hlKbKF4WdRJ7jMhGIbykZmP3Khn.jpg,76,0,0,0.0431,Chang In-hak,
603332,Body möbius strip,Body möbius strip,2011-01-01,,,South Korea,,https://image.tmdb.org/t/p/w500/bLGyQLjyRlzunIYN9lxz3Jykkti.jpg,5,0,0,0.0168,Minkyou Yoo,
567572,Segseuchoboui silsu,Segseuchoboui silsu,2011-01-01,,,South Korea,,,53,0,0,0.0143,Jo PD,"Bo Yeong, Eun-seong, Han-bi, Kyung-min"
492441,오늘 뭐해?,오늘 뭐해?,2011-01-01,"직장을 잃고 일어난 아버지의 부도, 설상가상 거처에서 쫓겨나게 된 K. 남은 돈으로는 처참한 지하방 밖에 얻을 수가 없다. 그는 친구 집을 전전하며 새로운 직장을 얻으려 한다.",,South Korea,,https://image.tmdb.org/t/p/w500/i27MaIPXrZ6B18VRCq7Pk2Fgexg.jpg,115,0,0,0.5709,김유진,배성우
491001,어느 여행자의 기억 : 디지털 삼인삼색 2011,어느 여행자의 기억 : 디지털 삼인삼색 2011,2011-01-01,"이루지 못한 첫사랑을 바이올린 연주에 녹인 순정 아티스트 나세르 알리 칸,  자신이 아끼는 바이올린이 부서지자 슬픔을 주체하지 못하고 죽기로 결심한다.  아내의 눈물 어린 호소도, 마당을 뛰노는 아이들의 웃음소리도  그의 마음을 결코 바꾸지 못하고. 첫사랑의 추억에 젖어 며칠을 보낸 그는  여섯 번째 날 밤, 결국 저승사자의 방문을 받게 되는데…  한 예술가의 비애를 독특하고 환상적인 화면에 담아  탱고와 재즈 등 다채로운 장르의 음악으로 녹여낸 기발한 작품!",,,,https://image.tmdb.org/t/p/w500/uSAplGOOpECIBseUB3wzGh3r0c4.jpg,110,0,0,0.2616,클레르 드니,Joseph Rottner
455809,ExamiNation,ExamiNation,2011-01-01,,다큐멘터리,"South Korea, United States of America",,https://image.tmdb.org/t/p/w500/sP5wMeTrT8QFyS3daLG4SaLeDSf.jpg,22,0,0,0.0486,Judy Suh,
