영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1367694,휴강,휴강,2023-01-01,,드라마,South Korea,,https://image.tmdb.org/t/p/w500/5TNBBhcIf2U5Ou4UUq6d8R5smuV.jpg,22,0.0,0,0.0,Kim Da-ye,Kim Da-ye
1367376,어 나올 수 없는,어 나올 수 없는,2023-01-01,,로맨스,,,https://image.tmdb.org/t/p/w500/eknoWYzjMK10RdVeA8G8F9Dwjdq.jpg,28,0.0,0,0.0,Lee Hano,"Kim Hyeonseop, Bae Yeongyeong"
1275658,거기서 만나,거기서 만나,2023-01-01,,드라마,South Korea,,,18,0.0,0,0.0382,Heo Sung-wan,
1270444,당나라: 제국의 멸망,당나라: 제국의 멸망,2023-01-01,"이세민은 폭정으로부터 백성을 구하겠다는 대의를 세우고 장안 정벌에 나선다. 한편, 수 양제 양광은 아무것도 모른 채 강도에서 살육을 벌이고 사치와 향락을 일삼으며 허송세월하는데...",,,,https://image.tmdb.org/t/p/w500/v4sYaqw4oEm04Kfq2VAzMv9T1Yi.jpg,86,0.0,0,0.0239,,
1255893,The Story of 5.18 Gwangju Uprising,The Story of 5.18 Gwangju Uprising,2023-01-01,,,,,,12,0.0,0,0.0,Eunchae Shin,
1204891,계약직만 9번 한 여자,계약직만 9번 한 여자,2023-01-01,"저임금을 줘도 되는 사람, 내보내기 쉬운 사람, 우리 회사에서 일하지만 우리 회사 직원은 아닌 사람. 계약직은 이제 도처에 널린 평범한 사람이 돼버렸다. 근데 그런 계약직을, 한 번도 아니고 아홉 번이나 한 사람이 있다. 바로 정규직이 아닌 ‘정규지’ 그녀가 그 주인공이다. 편의점 알바부터 카페, 배달전문점, 유학원, 스타트업, 임기제 공무원 까지 정규직 빼고 다 해본 그녀의 9개의 세계관이 펼쳐진다.","코미디, 드라마",South Korea,,https://image.tmdb.org/t/p/w500/bZkXWW47tVj9RHzbPmACDPwHqGP.jpg,83,0.0,0,0.0786,Lee Jae-young,"Son Soo-ah, Lee Min-seong, Kim Ju-won"
1125465,Make Up,Make Up,2023-01-01,,다큐멘터리,,Seyoung Lee Film,https://image.tmdb.org/t/p/w500/bMw7omeQyO7IGa6z30OYrPbtd04.jpg,60,0.0,0,0.0,Seyoung Lee,
1067616,마리앙투아네트,마리앙투아네트,2023-01-02,,음악,South Korea,,https://image.tmdb.org/t/p/w500/tO2KRhMi9rNMCvB6f9evwotp95V.jpg,158,0.0,0,0.2869,,"Kim So-hyang, 도영, Jung Yu-ji, Kim Joon-hyun"
773910,스위치,스위치,2023-01-04,"캐스팅 0순위 천만배우이자 자타공인 최고의 스캔들 메이커 박강. 화려한 싱글 라이프를 만끽하고 있지만, 정작 크리스마스이브에 끌어안을 것이라고는 연말 시상식 트로피뿐. 유일한 친구이자 뒤처리 전문 매니저 조윤을 붙잡아 거하게 한잔하고 택시를 잡아탄다.  다음날 아침, 낯선 집에서 깨어난 박강에게 생전 처음 보는 꼬맹이 둘이 안겨오고, 성공을 위해 이별했던 첫사랑 수현이 잔소리를 폭격하며 등짝 스매싱을 날리는 것이 아닌가? 게다가 매니저 조윤이 천만배우가 되어 그가 있어야 할 톱스타의 자리를 꿰차고 있는데…","코미디, 드라마, 판타지",South Korea,"Hive Media Corp, Lotte Entertainment",https://image.tmdb.org/t/p/w500/iXU73sYT5FNylGPYajrdJbfISNN.jpg,112,6.6,26,2.0856,Ma Dae-yun,"권상우, 오정세, 이민정, 박소이"
1368299,Invitation,Invitation,2023-01-06,,공포,South Korea,Horror BBababam,,6,0.0,0,0.0,,
