영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1474121,대신해 드립니다,대신해 드립니다,2024-01-01,"혼자 해결하기 어려우신가요? 무엇이든 대신해드립니다.  """"퇴사 좀 도와주세요."""" """"저랑 사귀어주세요. 일주일만."""" """"저를 버린 여자를 만나주세요."""" 흥신소, 사설탐정, 심부름 센터의 형태로 암암리에 존재했던 일이 서비스라는 명목으로 서서히 모습을 드러내고 있는 요즘. 누군가는 이용하고 있는 대행 서비스  단 한 명의 의뢰인을 위한 정의가득 오지라퍼 박대리의 생활밀착 의뢰인맞춤 역할 대행극!",,,,https://image.tmdb.org/t/p/w500/zurqCPG8w1JYwWcrSJdT4gzQXRD.jpg,0,0.0,0,0.0256,,
1447656,가지 못한 고향 잊힌 기억,가지 못한 고향 잊힌 기억,2024-01-01,"한국전쟁이 멈춘 지 어느새 70년. 실향민이 고향을 못 간지도 벌써 70년이 흘렀다. 실향민 1세는 2023년 현재 이미 상당수가 작고했다. 생존한 사람들은 대부분 90대 이상으로 고향에 대한 기억이 희미해지는 상황이다. 황해도, 교동도 등 바다 건너 고향이 보이지만 고향에 갈 수 없는 실향민의 이야기를 들어본다.",,,,https://image.tmdb.org/t/p/w500/7UygAjpkEaBERe37INU81uOUnhI.jpg,0,0.0,0,0.0,,
1367379,확장기,확장기,2024-01-01,,드라마,,,https://image.tmdb.org/t/p/w500/A93vzREqUISY0RanXvMIaZaqT6Y.jpg,22,0.0,0,0.0362,Kim Nayoung,
1350812,Main Character Energy,Main Character Energy,2024-01-01,,코미디,South Korea,,https://image.tmdb.org/t/p/w500/zFAGVk8hFjR1pTGt0HDo1xfJ1NI.jpg,0,0.0,0,0.0,Guilherme Busato,
1350469,Leave me not,Leave me not,2024-01-01,,,South Korea,,https://image.tmdb.org/t/p/w500/79DdBVxQte3oeOWuJc7sW8uxH09.jpg,0,0.0,0,0.0143,Lee Hyo-jung,
1306197,무,Nothingness,2024-01-01,은퇴한 형사는 자신이 체포한 옛 친구가 서울로 돌아왔다는 사실을 알게된다.,"스릴러, SF, 액션",South Korea,GAPSIK FARM,https://image.tmdb.org/t/p/w500/txfLndI58fKp6mkw1mC5TgQ449r.jpg,66,5.0,1,0.759,Kim Gap-sik,"김영택, Park Joong-ri, Sim Areumbyul"
1298834,A Song of the Girl,A Song of the Girl,2024-01-01,,,,,https://image.tmdb.org/t/p/w500/ackT8ISYRmBif9X3fBY7M6D2bpo.jpg,121,0.0,0,0.051,Sunghwan Kim,"Eunhyang Lee, Minjeong Kang, Eunhyeok Jang, Yeojin Sung"
1289067,Das Gassenfenster,Das Gassenfenster,2024-01-01,,,South Korea,,https://image.tmdb.org/t/p/w500/sKi3uiQH7QERBqTDiZg7lMcBzdJ.jpg,5,0.0,0,0.0071,김민정,
1257724,"주사위놀이, 마불 세계여행","주사위놀이, 마불 세계여행",2024-01-03,"여행을 종아하는 몽키, 킹공 형제! 오늘은 악당밴드와 함께 세계여행을 떠납니다. 미국, 프랑스, 중국, 호주, 아프리카, 북극과 우주여행까지… 세계 여러나라의 문화도 알아보고 다양한 놀이와 퀴즈도 풀어봅니다. 악당밴드 주제곡 등 쉽고 재이있는 옴악과 노래, 올동이 함께합니다.","모험, 음악, 가족",South Korea,,https://image.tmdb.org/t/p/w500/bkJJyF33URNWJreuyjYXniFFWEd.jpg,51,0.0,0,0.0,Lee Gwang-beom,
1218254,간신의 피,간신의 피,2024-01-03,팍팍한 현실을 살고 있는 동네 양아치 ‘자라’는 어느 날 뜻 밖의 기회를 얻게 된다. 그것은 바로 ‘용궁파’ 보스 ‘용왕’의 간 이식을 위해 ‘토끼’를 데려오라 명을 받은 것. 하지만 뒤늦게 알게 된 ‘토끼’의 정체는 어릴 적 자신의 은인이자 친구였으니… 우정과 출세 사이에서 갈등하는 ‘자라’에게 선택의 시간이 다가온다.,"액션, 범죄",South Korea,,https://image.tmdb.org/t/p/w500/8mXqH40gqYaMXbXeRTEcAPcdjNk.jpg,102,5.0,1,0.1349,Kwon Ha,"Song Gil-ho, 기주봉, Hyun Ri-won, Sin Hyun-gyu"
