영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1425803,Rotating Signals,Rotating Signals,2025-01-01,,다큐멘터리,,,https://image.tmdb.org/t/p/w500/zYJ4769AkAVwiRNa86AzcnukCte.jpg,10,0.0,0,0.0239,유채정,
1290773,뽀로로 극장판 바닷속 대모험,뽀로로 극장판 바닷속 대모험,2025-01-01,"바다의 수호자 ‘레드헌터스’를 이끄는 ‘머록’ 대장을 따라 바다를 지키는 영웅이 되기 위해 바닷속 모험을 떠난 뽀로로와 친구들. 하지만 거대한 괴물 ‘시터스’가 뽀로로와 친구들의 잠수함을 통째로 삼켜버리고, ‘머록’ 대장의 도움으로 가까스로 구출된 ‘뽀로로’와 ‘크롱’은 ‘시터스’에게 잡혀간 친구들을 구하기 위해 ‘최후의 시터스’ 사냥에 나선 ‘레드헌터스’의 마지막 작전에 함께하기로 한다. 그러나, 비밀스러운 소녀 ‘마린’이 나타나 그들의 작전을 방해하기 시작하고 바닷속에 숨겨진 진짜 비밀이 드러나게 되는데… 과연, 뽀로로와 친구들은 신비한 비밀을 풀고 진정한 ‘씨 가디언즈’가 될 수 있을까?","애니메이션, 가족, 모험, 판타지",South Korea,"OCON Studios, STUDIO SWEET",https://image.tmdb.org/t/p/w500/nMhGav6ZfaBOt7f6CBrJjZ0EVdk.jpg,71,0.0,0,0.7871,윤제완,"이선, 이미자, 함수정, 홍소영"
1419255,72시간,72시간,2025-01-02,,전쟁,North Korea,Chosun Film,https://image.tmdb.org/t/p/w500/8jeWAc9KGtk8WiWYHxaCUedjWpC.jpg,241,0.0,0,0.0645,Lee Yoon-ho,
1412113,오징어 게임: 시즌2 제작 이야기,오징어 게임: 시즌2 제작 이야기,2025-01-02,"《오징어 게임》 시즌 2의 치열했던 제작 현장 속으로. 웅장한 세트장부터 캐릭터들의 이야기가 완성되는 순간까지, 전 세계를 매료한 드라마의 주역들이 들려주는 특별한 제작 비화.",다큐멘터리,South Korea,,https://image.tmdb.org/t/p/w500/yQGaui0bQ5Ai3KIFBB45nTeIqad.jpg,28,8.5,405,17.0472,,"황동혁, 이정재, 이병헌, 채경선"
1401034,우리의 시간,우리의 시간,2025-01-02,"대한민국 전역의 도시 생활, 사회 기반 시설 및 자연 세계의 시네마틱 콜라주.",다큐멘터리,South Korea,,https://image.tmdb.org/t/p/w500/gLfS6REWQA0FiYCTeCdFAgQv9H1.jpg,70,0.0,0,0.0168,Lee Se-young,
1405152,(여자)아이들 월드투어 [아이돌] 인 시네마,(여자)아이들 월드투어 [아이돌] 인 시네마,2025-01-08,"“진짜 제대로 즐길 준비 됐죠?” 2024년 전 세계 14개 도시의 관객을 사로잡은 (여자)아이들의 세 번째 월드투어 ‘2024 (G)I-DLE WORLD TOUR [iDOL]’ 그 뜨거웠던 축제의 시작, 서울 콘서트의 현장이 스크린에 펼쳐진다! 전율을 선사한 'Super Lady'를 시작으로 'LATATA', '퀸카 (Queencard)', 'TOMBOY' 무대는 물론 화려한 퍼포먼스와 완벽한 라이브로 꽉 채워진 셋 리스트까지! 모두에게 꿈같았던 그날의 감동을 2025년 1월 SCREENX, 4DX, ULTRA 4DX로 더 크게, 더 생생하게 다시 만난다!","음악, 다큐멘터리",South Korea,"CJ 4DFLEX, ScreenX Studio",https://image.tmdb.org/t/p/w500/2QqPoD0rf3CZBZTIzvYsx2lcxGx.jpg,102,8.0,3,0.4886,오윤동,"미연, 민니, 전소연, 우기"
1234487,코넬의 상자,코넬의 상자,2025-01-08,"어릴적부터 절친인 은우와 태이, 항상 서로를 위로하면서 작품세계를 공유하던중 어느 날 갑자기 태이의 여자친구 유진이 전혀 이해할 수 없는 자살을 하게 된다. 이 상황을 받아들이지 못한 태이는 유진의 유일한 혈육 여동생 유림과 함께 사건의 진실을 파헤치기 시작하며 유진의 상상하지 못했던 과거가 드러나며 마침내 너무나도 소름이 치솟을 만한 상상조차 할수도 없는 반전이 폭발한다. 감히.. 어떻게.. 이렇게.. 믿기 힘든.. 일이...","미스터리, 스릴러",South Korea,GTG Group,https://image.tmdb.org/t/p/w500/z2QyAdfQ81nyEqMHJ6tbLZjJgQ0.jpg,102,4.0,1,0.4274,이현지,"Dong Ha, 허지원, Kim Su-min, Do Jun-young"
1174128,동화지만 청불입니다,동화지만 청불입니다,2025-01-08,"동화 작가가 꿈이지만 현실은 불법 음란물 단속팀 새내기인 단비는 스타 작가를 찾던 성인 웹소설계 대부 황대표와 우연한 사고로 노예 계약을 맺게 되면서 하루아침에 19금 소설을 쓰게 된다. 생전 접한 적 없는 장르를 집필하는 데 난항을 겪던 단비는 음란물 단속을 하다 권태기에 빠진 선배 정석의 응원과, 친구들의 생생한 경험담에 힘입어 어느새 자신도 알지 못했던 성스러운 재능을 발견하게 되는데…","코미디, 로맨스",South Korea,"Soojak Film, Golddog Entertainment, Mano Entertainment Inc.",https://image.tmdb.org/t/p/w500/mkQE7ZOhBMoVhDFbwLiJ43T5GzX.jpg,110,7.6,5,2.8153,Lee Jong-suk,"박지현, 최시원, 성동일, Park Geon-il"
1171630,부모 바보,부모 바보,2025-01-08,"사회복무요원 영진과 그의 담당자 사회복지사 진현. 매일 똑같은 옷을 입고 다니는 영진은 지각이 잦다. 며칠 후 진현은 출근길에 다리 밑에서 나오는 영진과 마주친다. 자초지종을 들어보니 아버지의 집에 본인의 방이 없어, 다리 밑에서 노숙을 하고 있다는 영진. 우선 영진을 자신의 집에서 지내게 한다. 진현은 영진과 지내는 시간이 많아지면서 진현은 점점 마음이 동한다. 복지관의 시설을 이용하는 노인 순례. 순례는 진현을 찾아 본인의 어려움을 호소하며 억지스러운 부탁을 하고 간다. 그 이후로도 순례는 종종 진현을 찾아와 자신과 아들 사이의 일을 하소연한다. 일에 잔뜩 치인 어느 날, 영진을 잊어버린 채 홀로 퇴근한 진현은 집에 들어와서야 영진이 생각나 집으로 데려왔고 모든 상황이 버거웠던 진현은 자신의 처지와 속마음을 여과 없이 영진에게 표출했다. 다음날 퇴근 보고를 하지 않고 사라진 영진이 그 이튿날부터 출근을 하지 않았다.",드라마,South Korea,Borisunamu Film,https://image.tmdb.org/t/p/w500/9hjBEv1m3KFv2PbHqhh6x2u7owv.jpg,101,5.0,3,0.4315,Lee Jong-su,"윤혁진, Ahn Eun-soo, 나호숙"
1401546,김재중 20주년 기념 콘서트 : 플라워 가든,김재중 20주년 기념 콘서트 : 플라워 가든,2025-01-09,"지난 2024년 7월21일 개최된 김재중 데뷔 20주년 기념 콘서트, ‘20TH ANNIVERSARY 2024 KIM JAE JOONG ASIA TOUR CONCERT  ""FLOWER GARDEN"" in SEOUL'의 공연 실황 영화. 새 앨범 FLOWER GARDEN의 타이틀 곡 ‘Glorious Day’는 물론, 도파민 터지는 무대 ‘Devotion’, ‘Dopamine’과 본격적으로 관객과 함께 즐기는 ‘Summer J’, ‘소년에게’ 등 눈으로 보고 귀로 듣는 명품 무대를 통해 장르가 김재중임을 다시 한번 입증한다. 또한 콘서트 리허설 및 연습 과정과 데뷔 20주년을 맞은 그의 솔직한 인터뷰, 여기에 팬들에게 보내는 ‘직접 쓴 음성 편지’까지 만날 수 있다.  김재중과 그의 정원에 가득한 꽃들이 만들어 낸 아름다운 순간이 스크린에 펼쳐진다.","음악, 다큐멘터리",South Korea,,https://image.tmdb.org/t/p/w500/1vKYeiL8aUcRuTHKbbstS9UompO.jpg,104,0.0,0,0.2489,손석,김재중
1400403,남녀 사이에 기승전결이 어딨어?,남녀 사이에 기승전결이 어딨어?,2025-01-09,"친구들과 새벽까지 이어진 따분한 술자리에서 여사친 ‘해미’에게 온 연락 한 통. 혹시나 하는 마음으로 ‘해미’를 만나러 가는 ‘훈’. 새벽 끝자락 술집들은 간판 불 끄며 문을 닫고, 갈 곳은 못 찾은 ‘훈’과 ‘해미’는 처음 만났던 모텔로 향하게 된다. “니 효정이랑 잤나?” ‘해미’가 던진 돌직구에 분위기는 급 냉각되고, 분명치 않은 ‘훈’의 태도에 실망한 ‘해미’는 화를 내며 나간다. ‘훈’, ‘해미’, ‘효정’ 세 남녀의 얽히고설킨 복잡한 삼각관계가 한 꺼풀씩 벗겨지는데…","로맨스, 코미디",South Korea,Jangjeon-dong,https://image.tmdb.org/t/p/w500/mNRGskk2He3OJjYgPYSVq6QL1pW.jpg,101,2.0,1,0.0598,신유재,"유화정, 박경복"
1413656,투 브라더스,투 브라더스,2025-01-15,"2023년 10월 7일 이스라엘에서 일어난 하마스 기습테러공격을 당한 피해자 가족들의 인터뷰와 피해장소인 ‘노바페스티발’ 현장 등을 직접 방문하여 촬영한 테러피해 사례와 정치,외교,종교,고고학,미디어 등 각계 전문가들의 인터뷰를 통해 이스라엘과 중동지역의 역사적, 성경적, 정치적, 국제 외교적인 관점들을 종합하고, 하마스 테러의 배후인 이란과 근본주의 이슬람주의 이데올로기를 분석하며 사건의 진실을 파헤친다.","전쟁, 다큐멘터리",South Korea,,https://image.tmdb.org/t/p/w500/sCzVgraCnBkNsmWGdCOIhoicxRP.jpg,92,0.0,0,0.1592,Doctor K,"Danny Ayalon, J. Randall Price"
1204889,폭락,폭락,2025-01-15,"“기대에 부응해야지?” 엄마 옥자의 열성과 본인의 타고난 욕심으로 교육 1번지 서울 대치동으로 위장 전입한 도현. 벤츠타고 다니는 부자이면서 장애 혜택을 받아먹던 친구에게 교환학생의 기회마저 뺏기고, 그 친구가 진짜 장애인이 아니었단 걸 알게 된 그 때부터 정부 지원금의 맹점에 눈을 뜬다. 대학교 창업동아리에서 만난 동기 지우와 함께 청년·여성·장애 등의 가산점을 악용해 청년 창업 지원금을 수급하고, “창업 지원금은 나랏돈으로 망해 보라고 주는 눈 먼 돈”임을 간파해 의도적으로 고의부도와 폐업을 전전한다. 투자자 케빈에게 억대 후원을 받는 암호화폐 벤처를 창업한 도현은 야망에 이끌려 ‘MOMMY’ 코인을 개발해 역대 최고치의 실적을 내지만, 알고리즘과 불완전 이자 수익 등 금융기관으로부터 모니터가 들어오게 되는데…","드라마, 범죄",South Korea,MooAm Production,https://image.tmdb.org/t/p/w500/gJiM3CcIuNjsHRFV7wwOHYiGfbz.jpg,110,5.0,1,0.7097,Harry Hyun,"송재림, 안우연, 민성욱, 소희정"
1191324,은빛살구,은빛살구,2025-01-15,"퇴근 후 뱀파이어 웹툰을 그리는 웹툰 작가이자 비정규직 웹디자이너 ‘정서’. 남자 친구 ‘경현’과의 결혼을 앞두고 서울의 아파트 청약에 당첨되지만 계약금 준비가 쉽지 않다. 이에 엄마 ‘미영’은 이혼할 때 ‘영주’에게 받은 차용증이 붙은 색소폰을 건네주고, ‘정서’는 아버지 ‘영주’가 있는 강원도 동해시의 묵호항 벌교횟집으로 향한다. 그곳에서 가깝지만 먼, 낯선 가족들의 욕망에 휘말리게 되는데...",드라마,South Korea,Korean Academy of Film Arts,https://image.tmdb.org/t/p/w500/ek2QTZNUbpK94Hgv0sTbnWgUtHi.jpg,122,6.5,2,0.4357,Jang Man-min,"나애진, 안석환, 김진영, 강봉성"
